Hex,Emoji,English Name,Myanmar Name,Keywords
1F9D1-200D-1F91D-200D-1F9D1,🧑‍🤝‍🧑,people holding hands,လက်ချင်းချိတ်ထားသူများ,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ"
1F9D1-1F3FB-200D-1F91D-200D-1F9D1-1F3FB,🧑🏻‍🤝‍🧑🏻,people holding hands: light skin tone,လက်ချင်းချိတ်ထားသူများ − အသားဖြူရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားဖြူရောင်"
1F9D1-1F3FB-200D-1F91D-200D-1F9D1-1F3FC,🧑🏻‍🤝‍🧑🏼,"people holding hands: light skin tone, medium-light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားဖြူရောင်နှင့် အသားနုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်, အသားဖြူရောင်"
1F9D1-1F3FB-200D-1F91D-200D-1F9D1-1F3FD,🧑🏻‍🤝‍🧑🏽,"people holding hands: light skin tone, medium skin tone",လက်ချင်းချိတ်ထားသူများ − အသားဖြူရောင်နှင့် အသားလတ်ရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားဖြူရောင်, အသားလတ်ရောင်"
1F9D1-1F3FB-200D-1F91D-200D-1F9D1-1F3FE,🧑🏻‍🤝‍🧑🏾,"people holding hands: light skin tone, medium-dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားဖြူရောင်နှင့် အသားညိုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားဖြူရောင်"
1F9D1-1F3FB-200D-1F91D-200D-1F9D1-1F3FF,🧑🏻‍🤝‍🧑🏿,"people holding hands: light skin tone, dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားဖြူရောင်နှင့် အသားမည်းရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားဖြူရောင်, အသားမည်းရောင်"
1F9D1-1F3FC-200D-1F91D-200D-1F9D1-1F3FB,🧑🏼‍🤝‍🧑🏻,"people holding hands: medium-light skin tone, light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားနုရောင်နှင့် အသားဖြူရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်, အသားဖြူရောင်"
1F9D1-1F3FC-200D-1F91D-200D-1F9D1-1F3FC,🧑🏼‍🤝‍🧑🏼,people holding hands: medium-light skin tone,လက်ချင်းချိတ်ထားသူများ − အသားနုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်"
1F9D1-1F3FC-200D-1F91D-200D-1F9D1-1F3FD,🧑🏼‍🤝‍🧑🏽,"people holding hands: medium-light skin tone, medium skin tone",လက်ချင်းချိတ်ထားသူများ − အသားနုရောင်နှင့် အသားလတ်ရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်, အသားလတ်ရောင်"
1F9D1-1F3FC-200D-1F91D-200D-1F9D1-1F3FE,🧑🏼‍🤝‍🧑🏾,"people holding hands: medium-light skin tone, medium-dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားနုရောင်နှင့် အသားညိုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားနုရောင်"
1F9D1-1F3FC-200D-1F91D-200D-1F9D1-1F3FF,🧑🏼‍🤝‍🧑🏿,"people holding hands: medium-light skin tone, dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားနုရောင်နှင့် အသားမည်းရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်, အသားမည်းရောင်"
1F9D1-1F3FD-200D-1F91D-200D-1F9D1-1F3FB,🧑🏽‍🤝‍🧑🏻,"people holding hands: medium skin tone, light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားလတ်ရောင်နှင့် အသားဖြူရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားဖြူရောင်, အသားလတ်ရောင်"
1F9D1-1F3FD-200D-1F91D-200D-1F9D1-1F3FC,🧑🏽‍🤝‍🧑🏼,"people holding hands: medium skin tone, medium-light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားလတ်ရောင်နှင့် အသားနုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်, အသားလတ်ရောင်"
1F9D1-1F3FD-200D-1F91D-200D-1F9D1-1F3FD,🧑🏽‍🤝‍🧑🏽,people holding hands: medium skin tone,လက်ချင်းချိတ်ထားသူများ − အသားလတ်ရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားလတ်ရောင်"
1F9D1-1F3FD-200D-1F91D-200D-1F9D1-1F3FE,🧑🏽‍🤝‍🧑🏾,"people holding hands: medium skin tone, medium-dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားလတ်ရောင်နှင့် အသားညိုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားလတ်ရောင်"
1F9D1-1F3FD-200D-1F91D-200D-1F9D1-1F3FF,🧑🏽‍🤝‍🧑🏿,"people holding hands: medium skin tone, dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားလတ်ရောင်နှင့် အသားမည်းရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားမည်းရောင်, အသားလတ်ရောင်"
1F9D1-1F3FE-200D-1F91D-200D-1F9D1-1F3FB,🧑🏾‍🤝‍🧑🏻,"people holding hands: medium-dark skin tone, light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားညိုရောင်နှင့် အသားဖြူရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားဖြူရောင်"
1F9D1-1F3FE-200D-1F91D-200D-1F9D1-1F3FC,🧑🏾‍🤝‍🧑🏼,"people holding hands: medium-dark skin tone, medium-light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားညိုရောင်နှင့် အသားနုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားနုရောင်"
1F9D1-1F3FE-200D-1F91D-200D-1F9D1-1F3FD,🧑🏾‍🤝‍🧑🏽,"people holding hands: medium-dark skin tone, medium skin tone",လက်ချင်းချိတ်ထားသူများ − အသားညိုရောင်နှင့် အသားလတ်ရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားလတ်ရောင်"
1F9D1-1F3FE-200D-1F91D-200D-1F9D1-1F3FE,🧑🏾‍🤝‍🧑🏾,people holding hands: medium-dark skin tone,လက်ချင်းချိတ်ထားသူများ − အသားညိုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်"
1F9D1-1F3FE-200D-1F91D-200D-1F9D1-1F3FF,🧑🏾‍🤝‍🧑🏿,"people holding hands: medium-dark skin tone, dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားညိုရောင်နှင့် အသားမည်းရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားမည်းရောင်"
1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FB,🧑🏿‍🤝‍🧑🏻,"people holding hands: dark skin tone, light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားမည်းရောင်နှင့် အသားဖြူရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားဖြူရောင်, အသားမည်းရောင်"
1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FC,🧑🏿‍🤝‍🧑🏼,"people holding hands: dark skin tone, medium-light skin tone",လက်ချင်းချိတ်ထားသူများ − အသားမည်းရောင်နှင့် အသားနုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားနုရောင်, အသားမည်းရောင်"
1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FD,🧑🏿‍🤝‍🧑🏽,"people holding hands: dark skin tone, medium skin tone",လက်ချင်းချိတ်ထားသူများ − အသားမည်းရောင်နှင့် အသားလတ်ရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားမည်းရောင်, အသားလတ်ရောင်"
1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FE,🧑🏿‍🤝‍🧑🏾,"people holding hands: dark skin tone, medium-dark skin tone",လက်ချင်းချိတ်ထားသူများ − အသားမည်းရောင်နှင့် အသားညိုရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားညိုရောင်, အသားမည်းရောင်"
1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FF,🧑🏿‍🤝‍🧑🏿,people holding hands: dark skin tone,လက်ချင်းချိတ်ထားသူများ − အသားမည်းရောင်,"ချိတ်ကိုင်ခြင်း, စုံတွဲ, လက်, လက်ချင်းချိတ်ထားသူများ, လက်ချင်းချိတ်ထားသော, လူ, အသားမည်းရောင်"
1F46D,👭,women holding hands,လက်တွဲထားသော အမျိုးသမီး နှစ်ယောက်,"စုံတွဲ, လက်, လက်တွဲထားသော, လက်တွဲထားသော အမျိုးသမီး နှစ်ယောက်, အမျိုးသမီး"
1F46D-1F3FB,👭🏻,women holding hands: light skin tone,လက်တွဲထားသော အမျိုးသမီး နှစ်ယောက် − အသားဖြူရောင်,"စုံတွဲ, လက်, လက်တွဲထားသော, လက်တွဲထားသော အမျိုးသမီး နှစ်ယောက်, အမျိုးသမီး, အသားဖြူရောင်"
1F469-1F3FB-200D-1F91D-200D-1F469-1F3FC,👩🏻‍🤝‍👩🏼,"women holding hands: light skin tone, medium-light skin tone",လက်တွဲထားသော အမျိုးသမီး နှစ်ယောက် − အသားဖြူရောင်နှင့် အသားနုရောင်,"စုံတွဲ, လက်, လက်တွဲထားသော, လက်တွဲထားသော အမျိုးသမီး နှစ်ယောက်, အမျိုးသမီး, အသားနုရောင်, အသားဖြူရောင်"
